news,class_international,class_sci-tech & agri,class_sport,class_sunday magazine
"erala Blasters returns to Indian Super League (ISL) action after 18 days, going up against Bengaluru FC (BFC) at Tilak Maidan Stadium (Vasco) on Sunday.COVID setbackBlasters last played on January 12, before the next two games were postponed due to COVID-19 cases in squads. Blasters (20 points) are on a 10-game unbeaten run. A win here will take them near the top of the points table.BFC is in form as well, sitting on a seven-match unbeaten run. In the previous match, BFC rode on a brace from Udanta Singh to blank Chennaiyin FC 3-0.Momentum“BFC is a great team which has the momentum. They have a great coach. They have a team that deserves to be in the top four, and I believe they will at the end of the league,” Blasters head coach Ivan Vukomanovic said.BFC will be buoyed by the return of midfielder Danish Farooq, who served his one-match suspension against Chennaiyin FC after picking up a fourth yellow card of the season.“We have a few players who are out of quarantine now — Gurpreet (Sandhu) and Sarthak (Golui) among them — who will be able to join us for training. Leon (Augustine) and (Yrondu) King remain unavailable because of their long-term injuries, while Ajay (Chhetri) will need time to get back to full fitness,” BFC head coach Marc",0,0,1,0
"CANBERRA, AUSTRALIA - JANUARY 29: Ashleigh Gardner poses with the Belinda Clark Award at Manuka Oval on January 29, 2022 in Canberra, Australia. (Photo by Mark Kolbe/Getty Images)
| Photo Credit: Mark Kolbe
Senior pacer Mitchell Starc claimed his maiden Allan Border medal while Ashleigh Gardner became the first indigenous person to win the Belinda Clark award, the top two honours at the Cricket Australia (CA) Awards here on Saturday.Starc was honoured for his strong performance in all three formats of the game. He is only the fifth bowler in 22 years to win the award.Gardener also bagged the recognition for the first time. She is the first indigenous player to clinch the top gong in Australian women’s cricket.
Major award winners: Belinda Clark Award: Ashleigh Gardner;
Allan Border Medal: Mitchell Starc;
Men’s Test player: Travis Head;
Women’s ODI player: Alyssa Healy;
Men’s ODI player: Mitchell Starc.

Women’s T20 player: Beth Mooney;
Men’s T20 player: Mitchell Marsh;
Bradman Young Cricketer: Tim Ward;
Hall of Fame inductees: Justin Langer & Raele",0,0,1,0
"Taking wing: Ravi’s spell helped India seize the initiative against Bangladesh. TWITTER#U19CWC
India defeated defending champion Bangladesh by five wickets in the quarterfinals of the ICC U-19 World Cup here on Saturday. Chasing 112 for victory, India lost opener Harnoor Singh for a duck. But the in-form Angkrish Raghuvanshi’s fighting knock (44, 65b, 7x4) helped India reach the target in 30.5 overs and enter the semifinals.Earlier, left-arm seamer Ravi Kumar, named the Man-of-the-Match, bowled a sensational opening spell as India restricted Bangladesh to 111 in 37.1 overs. Ravi finished with excellent figures of 7-1-14-3 on a tricky pitch. Ravi’s inswinger beat Mahfijul Islam (2) all ends up in the second over. Iftakher Hossain (1) was then done in by the slowness of the track.No. 3 Prantik Nawrose (7) offered a catch to slip as Bangladesh was reduced to 14 for three in the eighth over.The team was 56 for seven at one stage before S.M. Mehrob (30) and Ashiqur Zaman (16) added 50 for the eighth wicket to take the team past the 100-run mark.Left-arm spinner Vicky Ostwal (9-1-25-2) was the other Indian bowler to impress.India meets Australia in the semifinal on February 2. The Aussies defeated Pakistan by 119 runs on Friday.
The scores (quarterfinals):
 Bangladesh 111 in 37.1 overs (S.M. Mehrob 30, Ravi Kumar 3/14) lost to India 117/5 in 30.5 overs (Angkrish Raghuvanshi 44, Shaik Rasheed 26, Ripon Mondol 4/31).
 Australia 276/7 in 50 overs (Campbell Kellaway 47, Teague Wylie 71, Corey Miller 64, Cooper Connolly 33, William Salzmann 25; Qasim Akram 3/40) bt Pakistan 157 in 35.1 overs (Abdul Faseeh 28, Irfan Khan 27, Mehran Mumtaz 29; Salzmann 3/37).

",0,0,1,0
"Sohail. P.K. Ajith Kumar
Sparks fly invariably when India meets Pakistan across 22 yards. But it is only in the ICC events the two teams come face to face nowadays. That is a pity, according to Aamer Sohail, the former Pakistan captain who himself has featured in some of the memorable contests between the two teams. “The ICC keeps on emphasising that politics should not be involved as far as cricket is concerned and I agree with that,” he told
The Hindu
. “A contest between India and Pakistan always brings that anticipation all around the world. Cricket fans are deprived of that.”
The Pakistan fans were, of course, delighted that their team finally registered a victory against India, at the recent T20 World Cup. “It took a long time coming, didn’t it?” said Sohail, who is here as a television commentator for Legends League Cricket. “The people back home in Pakistan were very happy.”He, however, feels there is room for improvement as far as the current Pakistan side is concerned. “Shaheen Afridi is the only consistent fast bowler,” he said. “And we don't reverse swing the ball the way we used to. We tend to struggle in the middle overs.”Sohail thinks India's future is bright despite Virat Kohli quitting captaincy. “Rohit Sharma is a good choice as a captain,” he said. “His batting doesn't seem to get affected by captaincy. Of course, his experience as Mumbai Indians skipper at the IPL would help.” He said Indian cricket benefited a great deal from the IPL. “It helps the new players get prepared and makes them comfortable with the camera,” he said.Sohail said India’s young batters should be conscious of the great legacy of their country. “They shouldn’t forget that India has always produced the world’s best batters,” he said. “The ability to hit sixes can be handy in T20 but the longer format is more important. You need technique for that.”About the Legends League, he said it was a success. “It has been a revelation,” he said.
Our",0,0,1,0
"egendary racehorse trainer Rashid Rustomji Byramji (88 years) passed away on Saturday morning at Bengaluru.He received his trainer’s license at the age of 21 from RWITC in May 1955 and retired at the end of the Bangalore Winter season in March 2017.Rashid Byramji was rightly considered the greatest Classic trainer this country has ever seen. He saddled a record 3,170 winners, including 230 Classics, across the country.Byramji is the only professional to have achieved the rare feat of winning 10 Indian Derbies and 12 Indian Turf Invitation Cups. He also holds the rare record of scoring hat-tricks twice in the Indian Derby and thrice in the Indian Turf Invitation Cup.Elusive Pimpernel was Byramji’s favourite horse, as he himself has said on several occasions. Elusive Pimpernel raced and won at six different centres, winning 22 of his 23 starts.
10 Indian Derby winners saddled by R.R. Byramji:
 Prince Khartoum (1972), Topmost (1974), Commanche (1976), Squanderer (1977), Manitou (1978) , Mohawk (1980), Cordon Bleu (1988), Astronomic (1993), Littleover (1994) and Elusive Pimpernel (1995).

12 Indian Turf Invitation Cup winners: Prince Khartoum (Chennai, 1972), Topmost (Mumbai, 1974), Comanche (Chennai, 1976), Squanderer (Bengaluru, 1977), Manitou (Hyderabad, 1978), Everynsky (Kolkata, 1980), Track Lightning (Chennai, 1981).
 Almanac (Bengaluru, 1982), Delage (Chennai, 1991), Bugs Bunny (Bengaluru, 1992), Adler (Hyderabad, 1993) and Elusive Pimpernel (Kolkata, 1",0,0,1,0
"r. S.M. Ruia’s Augustus Caesar (Neeraj Rawal up) claimed the Hyderabad Race Club Trophy, the chief event of Saturday’s (Jan. 29) races here.The winner is trained by Altamash A. Ahmed.The Managing Committee of RWITC paid homage by observing two minutes silence in the paddock to the legendary trainer Rashid R. Byramji who passed away this morning at Bengaluru.1. R.R. KOMANDUR PLATE
(DIV. I) (1,400m), Cl. IV, 4-y-o only, rated 20 to 46 :
RAFFAELLO
(Kirtish) 1, Monarchy (P.S. Chouhan) 2, Lex Luthor (Parmar) 3 and Remy Red (Kaviraj) 4. 3-1/2, 3 and 1-1/4. 1m 22. 07s. Rs. 51 (w), 21, 16 and 77 (p). SHP: 35, FP; 149, Q: 97, Tanala: 2,555. Favourite: Monarchy. Owners: Mr. Mukul Sonawala, Mr. D.R. Thacker rep. DT Racing & Breeders LLP & Mr. Girish S. Mehta. Trainer: Dallas Todywalla.
Note: In this race Fidato (C.S. Jodha up) stopped galloping near 200m and did not finish the race.2. A. GEDDIS PLATE
(1,600m), Cl. IV, rated 20 to 46:
RASPUTIN
(P.S. Chouhan) 1, Empower (T.S. Jodha) 2, Arabian Phoenix (Kaviraj) 3 and Ladida (Bhawani) 4. 1-3/4, 2 and Nose 1m 36. 67s. Rs. 15 (w), 11, 10 and 15 (p). SHP: 32, FP: 49, Q: 20, Tanala: 141 and 96. Favourite: Rasputin. Owners: Mr. & Mrs. Homi Mehta, M/s. Jehangir Mehta, Milan Luthria & Mrs. Liane Luthria. Trainer: Imtiaz A. Sait.
3. LT. COL. GOVIND SINGH (VRC) TROPHY
(1,200m), Cl. III, rated 40 to 66:
DESERT FIRE
(T.S. Jodha) 1, Columbian (P.S. Chouhan) 2, Nothing To Worry (Zervan) 3 and Majestic Warrior (Aniket) 4. 1-3/4, Nose and 2-1/4. 1m 10. 48s. Rs. 98 (w), 36 and 10 (p). SHP: 56, FP: 408, Q: 104, Tanala: 634 and 679. Favourite: Columbian. Owner: Mr. Rakesh R. Bhojgadhiya. Trainer: Narendra Lagad.
4. ISN’T SHE SPECIAL PLATE
(DIV. I) (1,400m), Cl. V, 5-y-o & over, rated 4 to 30:
SHE IS ON FIRE
(S. Zervan) 1, Flash Force (S. Amit) 2, Seminole (A. Imran Khan) 3 and Hilad (Shahrukh) 4. 2, 3 and 1/2. 1m 24. 72s. Rs. 49 (w), 16, 16 and 25 (p). SHP: 65, FP: 194, Q: 80, Tanala: 307 and 146. Favourite: Flash Force. Owners: M/s. Parag C. Mengale, Purtu Singh & Dwijraj Singh Jodha. Trainer: Nirad Karanjawala.
5. HYDERABAD RACE CLUB TROPHY
(1,200m), Cl. I, rated 80 and upward:
AUGUSTUS CAESAR
(Neeraj) 1, Gazino (Zervan) 2, Joaquin (Kaviraj) 3 and Silver Flames (T.S. Jodha) 4. 1-1/4, Lnk and 2. 1m 9. 99s. Rs. 65 (w), 17 and 38 (p). SHP: 34, FP: 538, Q: 194, Tanala: 970 and 297. Favourite: Iron Age. Owner: Mr. S.M. Ruia. Trainer: Altamash A. Ahmed.
6. R.R. KOMANDUR PLATE
(DIV. II) (1,400m), Cl. IV, 4-y-o only, rated 20 to 46:
MAJORELLA BLUE
(Zervan) 1, Rue St Honore’ (Neeraj) 2, Sunlord (Kirtish) 3 and Zacapa (Aniket) 4. 1-1/4, 3-1/4 and 4. 1m 23. 47s. Rs. 201 (w), 17, 14 and 10 (p). SHP: 39, FP: 642, Q: 626, Tanala: 2,843 and 609. Favourite: Sunlord. Owners: M/s. Vivek Lalwani & Shubhag Singh. Trainer: Subhag Singh.
7. MACHUPICCHU PLATE
(1,200m), (Terms) Maiden, 3-y-o only:
AHEAD OF MY TIME
(Parmar) 1, Jerusalem (Yash Narredu) 2, Stunning Visual (Zervan) 3 and Hagibis (S. Amit) 4. Not run: Swift. 10-3/4, 2-1/4 and 14-1/2. 1m 10. 80s. Rs. 16 (w), 15 and 10 (p). SHP: 31, FP: 82, Q: 56, Tanala: 112 and 58. Favourite: Ahead Of My Time. Owners: Mr. Cyrus S. Poonawalla, Mr. Adar C. Poonawalla & Mrs. Natasha A. Poonawalla rep. Villoo Poonawalla Racing & Breeding Pvt. Ltd. Trainer: Dallas Todywalla.
8. MAGIC TOUCH PLATE
(1,000m), Cl. IV, rated 20 to 46:
BIRKIN BLOWER
(Aniket) 1, Untitled (Kaviraj) 2, Slam Dunk (Shelar) 3 and Champers On Ice (P. Vinod) 4. 3/4, 6-3/4 and Lnk. 57. 89s. Rs. 16 (w), 10, 17 and 72 (p). SHP: 59, FP: 73, Q: 61, Tanala: 561 and 341. Favourite: Birkin Blower. Owners: Mr. K.N. Dhunjibhoy and Mr. Z.K. Dhunjibhoy rep. Five Stars Shipping Co Pvt Ltd & Mr. & Mrs. D.P. Adenwalla. Trainer: Vishal Gaikwad.
9. ISN’T SHE SPECIAL PLATE
(DIV. II) (1,400m), Cl. V, 5-y-o & over, rated 4 to 30:
HONOURABLE EYES
(Raghuveer) 1, Sussing (Hanumant) 2, Cadescent Star (Zeeshan) 3 and Speculator (Zervan) 4. Lnk, 1 and Snk. 1m 25. 12s. Rs. 199 (w), 36, 21 and 14 (p). SHP: 79, FP: 1,818, Q: 898, Tanala: 2,160. Favourite: Candescent Star. Owner: Mr. Narayan Sainathan. Trainer: Imtiaz A. Sait.
Jackpot (i): 70%: (c/o), 30%: Rs. 8,180 (3 tkts.); (ii): 70%: 1,39, 689 (1 tkt), 30%: 2,993 (20 tkts.).Treble: (i): 6,541 (1 tkt), (ii): 2,115 (3 tkts.), (iii) 927: (15 tkts.).Super Jackpot: 70%: 14,593 (c/o); 30%: 3,127 (2 tkts.).
Our code of",0,0,1,0
"yderabad:
Trainer S.S. Attaollahi’s filly Teresita, who won the Bangalore Oaks in her last start, maintains her winning form and should win the Golconda Derby Stakes (Gr. 1), the classic attraction of Sunday’s (Jan. 30) races here.
ROCK HEAVEN PLATE
(1,200m), (Terms) Maiden, 3-y-o only (Cat. II) — 12.15 p.m.: 1. City Of Gravitas (7) Antony Raj 56, 2. Raisina Hill (6) Mukesh Kumar 56, 3. Star Medal (5) Nakhat Singh 56, 4. The Sensation (4) Gaurav Singh 56, 5. Wind Sprite (8) Kuldeep Singh 56, 6. The Image (2) Ashad Asbar 54.5, 7. Toque Blanche (3) Kiran Naidu 54.5 and 8. Voice Of A Dream (1) C.S. Jodha 54.5.
1. THE IMAGE, 2. STAR MEDAL,3. RAISINA HILLSURYAPET PLATE
(DIV. I) (1,400m), rated up to 25 (Cat. III) — 12.50: 1. N R I Blue (6) Rohit Kumar 62, 2. Solar Eclipse (9) Akshay Kumar 62, 3. Open Affair (2) Md. Ismail 60.5, 4. Sea Of Class (4) Mukesh Kumar 60.5, 5. Asturias (11) Santosh Raj 60, 6. Inception (5) Gaurav Singh 58, 7. That’s My Way (1) Dashrath 58, 8. Hip Hop (3) Abhay Singh 57.5, 9. Rhine (8) B.R. Kumar 57.5, 10. Racing Rani (7) Afroz Khan 55 and 11. New Hustle (10) B. Nikhil 52.5.
1. SOLAR ECLIPSE,2. THAT’S MY WAY, 3. N R I BLUEYADADRI PLATE
(DIV. I) (1,600m), rated 20 to 45 (Cat. III) — 1.25: 1. Campania (5) C.S. Jodha 60, 2. Morior Invictus (1) Suraj Narredu 57.5, 3. Kimberley (3) Santosh Raj 56, 4. Dream Station (6) Akshay Kumar 55, 5. Southern Act (12) P. Sai Kumar 54.5, 6. Royal Girl (9) Abhay Singh 54, 7. Lighting Power (10) Gaurav Singh 53.5, 8. Miss Little Angel (7) Antony Raj 53.5, 9. Winning Streak (2) Afroz Khan 52.5, 10. Team Player (4) Nakhat Singh 52, 11. Silver Bells (11) P. Trevor 51.5 and 12. Isra (8) Dashrath 51.
1. MORIOR INVICTUS, 2. DREAM STATION, 3. SILVER BELLSKHAMMAM PLATE
(1,400m), rated 40 to 65 (Cat. II) — 2.00: 1. Blue Origin (5) Suraj Narredu 60, 2. Knotty Dancer (2) S. John 59.5, 3. Akido (4) Nakhat Singh 57.5, 4. Unsung Hero (7) Rafique Sk. 56.5, 5. City Of Blessing (1) Antony Raj 54, 6. Able Love (6) O.R. William 52.5, 7. Siyavash (8) Gaurav Singh 52.5, 8. N R I Sport (3) B.R. Kumar 52, 9. Jean Lafette (10) S.S. Tanwar 51.5 and 10. Keystone (9) Akshay Kumar 51.5.
1. BLUE ORIGIN,2. KNOTTY DANCER, 3. KEYSTONESIR BRUCE PLATE
(1,200m), rated 20 to 45 (Cat. III) — 2.40: 1. Take A Gamble (8) Kuldeep Singh 60, 2. Unmatched (3) Akshay Kumar 59.5, 3. Hot Seat (7) Suraj Narredu 57.5, 4. Blue Label (13) R.S. Jodha 56, 5. Cabello (2) Kiran Naidu 56, 6. Archangels (14) A.A. Vikrant 55.5, 7. Siri (1) P. Sai Kumar 55.5, 8. Narakamicie (6) P. Trevor 55, 9. Star Cruise (12) B.R. Kumar 55, 10. Smolensk (9) Santosh Raj 52.5, 11. Aibak (5) Dashrath 52, 12. Ashwa Sultan (10) S.S. Tanwar 52, 13. Sputnic (4) G. Naresh 52 and 14. Story Teller (11) P. Gaddam 52.
1. UNMATCHED, 2. HOT SEAT,3. NARAKAMICIEKAMAREDDY PLATE
(1,200m), rated 60 to 85 (Cat. II) — 3.15: 1. Lagos (10) Suraj Narredu 60, 2. Agni (3) Deepak Singh 59, 3. Market King (7) P. Trevor 59, 4. Xfinity (8) Mukesh Kumar 59, 5. Headway (11) S.J. Sunil 57.5, 6. Saffron Art (6) Santosh Raj 57.5, 7. Skipton (2) S.S. Tanwar 57.5, 8. Watch My Stride (9) Akshay Kumar 56.5, 9. Incredulous (4) A.A. Vikrant 56, 10. Staridar (1) Abhay Singh 56 and 11. Stunning Force (5) O.R. William 55.
1. MARKET KING, 2. LAGOS,3. XFINITYYADADRI PLATE
(DIV. II) (1,600m), rated 20 to 45 (Cat. III) — 3.50: 1. Bloom Buddy (7) Akshay Kumar 60, 2. Wallop And Gallop (3) Deepak Singh 59, 3. Philanthropist (1) R. Ajinkya 58.5, 4. Despang (9) Surya Prakash 56.5, 5. Greek’s ace (6) Santosh Raj 56, 6. Call Of The Blue (12) Kuldeep Singh 55, 7. Grand Duke (5) R.S. Jodha 55, 8. Majestic Show (8) P. Sai Kumar 54.5, 9. Battle Ready (10) B.R. Kumar 54, 10. Sorry Darling (11) Ajeeth Kumar 54, 11. Pedro Planet (4) Afroz Khan 53.5 and 12. Dream Jewel (2) Rupal Singh 53.
1. PHILANTHROPIST,2. DESPANG, 3. GRAND DUKE
.
GOLCONDA DERBY STAKES
(Gr.1) (2,400m) (Terms), 4-y-o only — 4.25: 1. Ashwa Raudee (6) Suraj Narredu 57, 2. Buckley (10) A. Sandesh 57, 3. Count Of Savoy (1) R. Ajinkya 57, 4. Fire Power (9) Akshay Kumar 57, 5. Karanveer (7) O.R. William 57, 6. Painted Apache (4) C.S. Jodha 57, 7. Stockbridge (2) S. John 57, 8. Faith Of Success (8) Neeraj 55.5, 9. Icicle (5) A.A. Vikrant 55.5 and 10. Teresita (3) P. Trevor 55.5.
1. TERESITA,2. FAITH OF SUCCESS,3. ASHWA RAUDEESURYAPET PLATE
(DIV. II) (1,400m), rated up to 25 — 5.00: 1. Precious Gift (9) Kiran Naidu 62, 2. Stride Forever (8) Deepak Singh 62, 3. Rivadavia (10) Gaurav Singh 60.5, 4. Spectacular Cruise (7) S. John 60.5, 5. N R I City (3) Santosh Raj 60, 6. Amalfitana (6) Mukesh Kumar 58.5, 7. New Role (2) Nakhat Singh 58.5, 8. N R I Gift (1) Antony Raj 56.5, 9. Good Tidings (4) Akshay Kumar 55.5, 10. It’s My Life (5) P. Gaddam 55 and 11. Royal Avenger (11) Afroz Khan 50.
1. GOOD TIDINGS, 2. SPECTACULAR CRUISE, 3. RIVADAVIA Day’s best:
MARKET KINGJackpot (i): 1, 2, 3, 4 & 5; (ii): 5, 6, 7, 8 & 9.Mini jackpot (i): 2, 3, 4 & 5; (ii): 6, 7, 8 & 9.Treble : (i) 1, 2 & 3. (ii) 4, 5 & 6. (iii) 7, 8 & 9.Tanala : All r",0,0,1,0
"Priyanshu. File Photo: Nagara Gopal
| Photo Credit: NAGARA GOPAL
Pulling off stunning upsets, Smit Toshniwal and Unnati Hooda set up the women’s title-clash in the $75,000 Odisha Open badminton tournament at Cuttack on Saturday.Smit knocked out Ashmita Chaliha, seeded five, 21-19, 10-21, 21-17 after Unnati surprised Malvika Bansod 24-22, 24-22.For the men’s title, Priyanshu Rajawat will play Kiran George.Trailing 14-19, Smit reeled off seven straight points to close out the opening game. Ashmita responded by breaking away from 9-8 and winning the final six points of the second game.In the decider, Smit came back from 0-5 and 15-17 to win the last six points and reached the final.Earlier, from 7-15, Malvika made it 17-16 and even went on to hold a game-point at 22-21.But Unnati stayed calm to convert her third game-point. In the second, Malvika rallied from 5-14 to lead 20-18. Unnati made it 20-all and saved a third game-point. She finally converted her second match-point for a memorable triumph.Priyanshu dismissed Kaushal Dharmamer in straight games. Kiran proved strong after dropping the first game to Ansal Yadav.
The results (semifinals):

Men: Priyanshu Rajawat bt Kaushal Dharmamer 21-17, 21-14; Kiran George bt Ansal Yadav 19-21, 21-12, 21-14.

Women: Smit Toshniwal bt Ashmita Chaliha 21-19, 10-21, 21-17; Unnati Hooda bt Malvika Bansod 24-22, 24",0,0,1,0
"olkata Thunderbolts head coach Sunny Joseph is optimistic about his side’s chances in the Prime Volleyball League (PVL) despite the obstacles posed by Covid-19 during the preparation phase.Sunny said Thunderbolts had the potential to finish well in the league.“The time for preparations was less. The pandemic was a big problem because of which we had to shift our camp from Kochi to Hyderabad. We lost so many practice sessions due to this. Still, we are prepared and I expect my team to be in the final,” Sunny said at a virtual press conference on Saturday. “First we have to beat Calicut Heroes (on February 7), then we will have different strategies for different teams.”Sunny backed his players to do well. “All 12 are key players. They are of equal standard and all of them are players of high caliber.”Ashwal Rai, who was named the captain of Thunderbolts, said: “It’s a proud moment for me. I will try to carry out my responsibility well. Sunny Sir has trained us well. Our team bonding is one of the strengths of the side.”
Our",0,0,1,0
"rainer D. Netto’s Trump Star ridden by A.A. Vikrant won the B. Vijay Reddy Memorial Cup (Div. I), the main event of Saturday’s races here. The winner is owned by Mr. G. Raghunandan Chary, Mr. P. Ranga Raju, Mr. Prabhakar Chowdary Tripuraneni & Mr. Eswarachandra Rajagopal Tripuraneni.BALLERINA STAR PLATE
(1,100m), (Terms) Maiden, 3-y-o only (Cat. II):
EXCLUSIVE SPARK
(P. Sai Kumar) 1, Malibu (Mukesh Kumar) 2, Silver Lining (Md. Ismail) 3 and Alpine Girl (Kiran Naidu) 4. 1-1/4, Sh and 2. 1m 7. 33s. Rs. 75 (w), 12, 15 and 32 (p). SHP: 23, THP: 47, SHW: 34 and 10, FP: 492, Q: 168, Tanala: 2,702. Favourite: Stag’s Leap.
Owners: Mr. K. Srikanth Reddy & Mr. G. Narasa Reddy. Trainer: Robin Reddy Kondakalla.ANMOL RATAN PLATE
(1,400m) (Terms), 3-y-o only (Cat. II):
CANDY GIRL
(Nakhat Singh) 1, La Mirage (B.R. Kumar) 2, Princess Daka (Akshay Kumar) 3 and Neglect Me Not (Ashad Asbar) 4. Sh, 1-1/4 and 2-3/4. 1m 26. 65s. Rs. 34 (w), 12, 13 and 13 (p). SHP: 50, THP: 65, SHW: 19 and 52, FP: 855, Q: 263, Tanala: 2,505. Favourite: Princess Daka.
Owner: M.A.M. Ramaswamy Chettiar of Chettinad Charitable Trust. Trainer: K. Satheesh.WARANGAL CUP
(DIV. I) (1,100m) Maiden, 4-y-o & upward, rated 20 to 45 (Cat. III):
SALLY
(Suraj Narredu) 1, Georgia Peach (Akshay Kumar) 2, Ok Boss (Surya Prakash) 3 and Princess Shania (B.R. Kumar) 4. 2-3/4, 1-1/4 and 3/4. 1m 5. 83s. Rs. 19 (w), 11, 17 and 19 (p). SHP: 69, THP: 56, SHW: 10 and 32, FP: 117, Q: 83, Tanala: 399. Favourite: Sally.
Owner & Trainer: Mr. D. Netto.B. VIJAY REDDY MEMORIAL CUP
(DIV. II) (1,200m), 5-y-o & upward, rated 40 to 65 (Cat. II):
HOUSE OF DIAMONDS
(Akshay Kumar) 1, Lockhart (B.R. Kumar) 2, Beauty Flame (P. Sai Kumar) 3 and Tomorrows Dreams (Santosh Raj) 4. 1, 1/2 and 1/2. 1m 11. 61s. Rs. 22 (w), 17, 21 and 29 (p). SHP 83, THP: 85, SHW: 19 and 48, FP: 190, Q: 143, Tanala: 2,717. Favourite: House Of Diamonds.
Owners: Mr. Rama Seshu Eyunni & Mr. Peddi Reddy Prabhakar Reddy. Trainer: R.H. Sequeira. WARANGAL CUP (DIV. II) (1,100m) Maiden, 4-y-o & upward, rated 20 to 45:
LAURUS
(Akshay Kumar) 1, Flying Rudolf (P. Sai Kumar) 2, Aarya (R. Ajinkya) 3 and Sye Ra (Afroz Khan) 4. Hd, 1-1/2 and Nk. 1m 6. 30s. Rs. 24 (w), 14, 140 and 22 (p). SHP: 257, THP: 58, SHW: 17 and 97, FP: 1,410, Q: 988, Tanala: 13,316. Favourite: Laurus.
Owners: Mr. Ashok Kumar Gupta & Mr. Rafaat Hussain. Trainer: R.H. Sequeira.B. VIJAY REDDY MEMORIAL CUP
(DIV. I) (1,200m), 5-y-o & upward, rated 40 to 65 (Cat. II):
TRUMP STAR
(A.A. Vikrant) 1, Mark My Day (Nakhat Singh) 2, Four One Four (Santosh Raj) 3 and DRD (Mukesh Kumar) 4. 2, 3/4 and 1/2. 1m 11. 42s. Rs. 64 (w), 20, 16 and 17 (p). SHP: 44, THP: 59, SHW: 30 and 20, FP: 379, Q: 181, Tanala: 1,523. Favourite: Different.
Owners: Mr. G. Raghunandan Chary, Mr. P. Ranga Raju, Mr. Prabhakar Chowdary Tripuraneni & Mr. Eswarchandra Rajagopal Tripuraneni. Trainer: D. Netto.BUSINESS TYCOON PLATE
(2,000m), rated up to 25 (Cat. III):
NEW HUSTLE
(B. Nikhil) 1, Arrowtown (Deepak Singh) 2, Wot’s Up Jay (Koushik) 3 and Neffereti (Mukesh Kumar) 4. 1/2, Nk and 1-1/4. 2m 7. 86s. Rs. 56 (w), 18, 20 and 14 (p). SHP: 67, THP: 48, SHW: 33 and 18, FP: 823, Q: 589, Tanala: 3,386. Favourite: Neffereti.
Owner: Mr. L. Arun Kumar. Trainer: N. Ravinder Singh.Jackpot 70%: Rs. 42,270 (5 tkts.), 30%: 452 (200 tkts.). Treble (i): 268 (100 tkts.), (ii): 4,039 (10 tkts.). Mini Jackpot (i): 2,785 (10 tkts.),",0,0,1,0
"n order to make bouts more attractive, the United World Wrestling (UWW) Bureau has made some rule changes with immediate effect.The UWW has decided to reward the more active wrestler. “With the updated rules, the active wrestler will receive points for any attacking moves and one point if his/her opponent fails to score during the 30-second activity period,” UWW said in a statement.Earlier, the active wrestler used to get points either for his moves or for the opponent’s inactivity during such a period.The new rules have become stricter towards the wrestlers fleeing the mat or the hold (of an opponent).Such wrestlers will now be penalised with a caution and a point even before being served with a verbal warning. The penalty point will be awarded over and above the points scored through moves.The UWW Bureau has also modified a rule relating to winning ‘by fall.’“If a wrestler is in a danger position and simulates an injury (by screaming) while his/her opponent is looking for the fall, the referee will no longer stop the bout. In this case, the referee will ask for the fall and the mat chairman will confirm it,” said the statement.There is a change related to the challenge to a decision awarding certain points. “Coaches can now request for a challenge after the points are published on the scoreboard or five seconds after the wrestlers come to neutral position.”The UWW has decided to distribute the qualification round draws equally to provide better balance to the upper and lower parts of the main draws.The UWW removed the verbal warning for passivity for under-15, under-17 (cadet) and veterans as periods are shorter (two minutes) than that (three minutes) in under-20 (junior), under-23 and seni",0,0,1,0
"Kriish. Special Arrangement
Chahana Budhbhatti defeated top seed Sonal Patil 6-3, 3-6, 6-4 to clinch the girls’ title in the ITF grade-5 junior tennis tournament here on Saturday. Sonal, however, won the doubles crown with Nandini Dixit.In the boys’ section, seventh seed Kriish Tyagi won his maiden title. Kriish, who was inducted into the National Tennis Centre (NTC), earlier lost in the doubles final in partnership with Prajwal Tewari to top seeds Deep Munim and Denim Yadav.
The results (finals):

Boys: Kriish Tyagi bt Daksh Agarwal 6-1, 2-6, 6-4;
Doubles: Deep Munim & Denim Yadav bt Prajwal Tewari & Kriish 2-6, 7-5, [10-4].

Girls: Chahana Budhbhatti bt Sonal Patil 6-3, 3-6, 6-4;
Doubles: Nandini Dixit & Sonal Patil bt Aanya Choubey & Pehal Kharadka",0,0,1,0
"lympian boxer Sarjubala Devi has decided to enter the professional arena and has signed a deal with leading Indian boxing promoter Mujtaba Kamal and Grassroot Boxing Promotions and Management in Imphal.The 28-year-old Manipuri, a silver medallist at the 2014 AIBA World Boxing Championship in Korea and a former Youth World Boxing gold medallist, will be making her professional boxing debut on February 26 in Dubai.Sarjubala is also a four-time National champion. She was ranked World No. 2 in her weight category in 2014.She represented India in many international tournaments and has won medals in almost all competitions that she has parti",0,0,1,0
